大項目	中項目	小項目	Prompt
年齢	年齢指定	70歳	70years old
年齢	年齢指定	80歳	80years old
年齢	年齢指定	90歳	90years old
背景	軍事	空の空軍艦隊	air force fleet in the sky
背景	建物	城は空に目立っています	the castle stands out against the sky
背景	建物	鳥居	torii
背景	幻想	ドラゴンの背景	dragon background
背景	自然	パンパスグラスフィールド	pampas grass field
背景	自然	花の牧草地	flowers meadow
背景	自然	花びらのある草原	grasslwith petal
背景	自然	高原	plateau
背景	自然	枝が水に落ちる柳	willows with branches falling into the water
背景	自然	自然	nature
背景	自然	芝生	lawn
背景	自然	水中の森	underwater forest
背景	自然	川	river
背景	自然	草原	grassland
背景	自然	草原の広大な広がり	vast expanse of grassland
背景	自然	庭	garden
背景	水	水面	water surface
背景	天体	暗い真夜中の空	dark midnight sky
背景	天体	暗雲	dark clouds
背景	天体	円の中の星空	starry sky in circle
背景	天体	回転星の空	rotating star sky
背景	天体	銀河	galaxy
背景	天体	空の虹	rainbow in the sky
背景	天体	月	moon
背景	天体	荒れ果てた星	blighting stars
背景	天体	繊細な星空の空	starry sky in detail
背景	天体	総腫瘍	altocumulus
背景	天体	日の出	sunrise
背景	天体	日光	sunlight
背景	天体	霧	fog
背景	天体	流星	meteor
背景	天体	累積	cumulus
背景	都市	バックグラウンドアーバンルーフトップ	background urban rooftop
背景	背景	ひび割れた床	cracked floor
背景	背景	暗闇	darkness
背景	背景	虚空の夜	hollow night
背景	背景	建物	buildings
背景	背景	混乱したテーブルと椅子	tables chairs in disarray
背景	背景	窓	window pane
背景	背景	地平線,水平線	horizon
背景	背景	中世の町	medieval town
背景	背景	天蓋	canopy
背景	背景	破損した教室	damaged classroom
背景	背景	背景	background
背景	背景	白背景	white background
背景	背景	浮かぶ灰	floating ashes
背景	背景	浮かぶ宮殿	floating palace
背景	背景	浮かぶ泡	floating bubbles
背景	背景	風景	landscape
背景	背景	落書き	graffiti
背景	背景	流れる黒と白の背景	flowing background
背景	柄	アーガイル柄	argyle pattern background
背景	柄	イカット柄	ikat pattern background
背景	柄	オンブレ	ombre background
背景	柄	ギンガムチェック	gingham check background
背景	柄	グラデーション	gradient background
背景	柄	グリークキー	Greek key background
背景	柄	シェブロンストライプ	chevron stripe background
背景	柄	シャクヤク柄	peony pattern
背景	柄	スカラップ	scallop background
背景	柄	ダマスク柄	damask pattern background
背景	柄	チェック柄	check pattern background
背景	柄	ドット柄	dot pattern background
背景	柄	トレリス	trellis background
背景	柄	ハーリキンチェック	harlequin check background
背景	柄	バラ柄	rose pattern background
背景	柄	ヒナギク柄	daisy pattern background
背景	柄	ペイズリー	paisley background
背景	柄	ヘリンボーン柄	herringbone pattern background
背景	柄	モノクローム	monochrome background
背景	柄	モロッカン柄	Moroccan pattern background
背景	柄	ラティス	lattice background
背景	柄	リバティ柄	liberty print background
背景	柄	円形	circles background
背景	柄	花柄	floral print background
背景	柄	幾何学模様	geometric patterns background
背景	柄	空模様	the look of the sky background
背景	柄	三角形	triangles background
背景	柄	正方形	squares background
背景	柄	千鳥格子	houndstooth pattern background
背景	柄	猫柄	cat pattern background
背景	柄	菱形敷き詰め	argyle background
背景	柄	無地	plain background
背景	歴史	第一次世界大戦	world war
髪	スタイル	ヘアカット	haircut
髪	横髪	1房下ろす横髪	hair flaps
髪	横髪	くるくるカール	ringlets hair
髪	横髪	クルッとした1房下ろす横髪	hair intakes
髪	横髪	サイドを結んだ髪1	side swept hair
髪	横髪	編み込みの入った髪（横）	bridal hair side view
髪	後髪	エジプト系のボブカット	egyptian bob hair
髪	後髪	おさげ	low twintails
髪	後髪	おさげ2	pigtails
髪	後髪	お団子	bun hair
髪	後髪	お団子ヘア	space buns hair
髪	後髪	お団子ヘア（横）	side buns hair
髪	後髪	サイドテール	one side up
髪	後髪	サイドテール2	side ponytail
髪	後髪	ちっちゃいツインテ	short twintails
髪	後髪	ツインテ	twintails
髪	後髪	ツーサイドアップ	two side up
髪	後髪	ドリルヘアー	drill hair
髪	後髪	ハーフアップ	half up
髪	後髪	ハーフアップ2	half updo
髪	後髪	ピクシーヘア	pixie hair
髪	後髪	ポニーテール	half ponytail hair
髪	後髪	ポニーテール,ポニテ	ponytail
髪	後髪	ポニテもどき	folded ponytail
髪	後髪	ミディアムボブ	medium bob
髪	後髪	ロングポニーテール	long ponytail hair
髪	後髪	円錐状のお団子	cone hair bun
髪	後髪	更に短いポニテ	short pigtail hair
髪	後髪	高めのポニテ	high ponytail
髪	後髪	三つ編み	braid hair
髪	後髪	三つ編みおさげ	twin braids
髪	後髪	短いポニテ	pigtail hair
髪	後髪	頭の上の方で縛ったお団子	topknot hair
髪	後髪	編み込みの入った長髪	long braid hair
髪	後髪	編み込みの入った髪	knotless braid hair
髪	後髪	編み込みの入った髪（後ろ）	bridal hair back view
髪	後髪	編み込みの入った姫カット	long hime cut hair
髪	質感	ふわふわした髪	fluffy hair
髪	色	色付きの内なる髪	coloinner hair
髪	色	赤毛の赤毛	mediumhair
髪	前髪	オールバック,おでこを出す	hair slicked back
髪	前髪	まっすぐな前髪	straight bangs
髪	前髪	左右非対称な前髪	asymmetrical bangs
髪	前髪	先の丸まった前髪	blunt bangs
髪	前髪	前の分かれた前髪	parted bangs
髪	前髪	中分けヘア	middle parting hair
髪	前髪	長い横髪	sidelocks
髪	前髪	長い前髪	long bangs
髪	前髪	長い前髪2	pointy hair
髪	前髪	眉間の間に前髪	hair between eyes
髪	前髪	姫カット	hime cut
髪	前髪	片側によった前髪,流した前髪	swept bangs
髪	前髪	片目隠れ,アシメ	hair over one eye
髪	前髪	片目隠れ2	one eye covered
髪	装飾	星空は髪を飾ります	starry sky adorns hair
髪	男性向けの髪型	コーンロー	cornrows
髪	男性向けの髪型	スポーツ刈り	crew cut
髪	男性向けの髪型	ドレッド	dreadlocks
髪	男性向けの髪型	パーマ	permanent wave
髪	男性向けの髪型	バズカット	buzzcut hair and shaved
髪	男性向けの髪型	ピクシーカット	pixie cut
髪	男性向けの髪型	フリップヘアー	flipped hair
髪	男性向けの髪型	角刈り	square cut
髪	男性向けの髪型	刈り上げ	nupe undercut
髪	男性向けの髪型	七三	side parted
髪	男性向けの髪型	坊ちゃん狩り	pudding bowl hair
髪	動き	ダイナミックな髪	dynamic hair
髪	髪のオプション	アホ毛	ahoge
髪	髪のオプション	アホ毛2本以上	antenna hair
髪	髪のオプション	大きなアホ毛	huge ahoge
髪	髪の長さ	ショートヘア	short hair
髪	髪の長さ	ショートヘアで一部がロングヘア	short hair with long locks
髪	髪の長さ	セミロング	middle hair
髪	髪の長さ	とても短い髪	extra short hair
髪	髪の長さ	とても長い髪	extra long hair
髪	髪の長さ	ぱっつん	blunt hair
髪	髪の長さ	ベリーショート	extra short
髪	髪の長さ	ベリーショート2	very short hair
髪	髪の長さ	ロングヘア	long hair
髪	髪の長さ	脚くらいまでの長い髪	very long hair
髪	髪の長さ	肩あたり	shoulder length
髪	髪の長さ	地面につくくらい長い髪	absurdly long hair
髪	髪の長さ	普通の髪(肩にかかるくらい)	medium hair
髪	髪型	1つのお団子	single hair bun
髪	髪型	2つのお団子	double bun
髪	髪型	3つのお団子	braided bun
髪	髪型	アシメっぽい感じ	hair pulled back
髪	髪型	おかっぱ・ボブ	bob cut
髪	髪型	カーリーヘア	spiral curl
髪	髪型	ぐるぐるヘアー	ringlets
髪	髪型	ツインドリル	twin drills
髪	髪型	ワンレン	one length haircut
髪	髪型	横の刈り上げ	undercut
髪	髪型	横編み込み	side braid
髪	髪型	横編組	lateral braid
髪	髪型	角みたいな髪	topknot
髪	髪型	繊細で複雑な髪	intricate hair
髪	髪型	長い波状の巻き毛	long wavy curly hair
髪	髪型	長い波状の髪	long wavy hair
髪	髪型	長い髪が吹き飛ばされました	long hair blown up
髪	髪型	豚の尾	pig tails
髪	髪型	髪の毛	fluttering hair
髪	髪型	髪の毛を下ろします	lowing hair
髪	髪型	髪の毛を奪いました	disreveled hair
髪	髪型	髪は上向きに流れます	hair flows upwards
髪	髪型	編み上げポニテ	braid ponytail
髪	髪型	坊主,スキンヘッド,ハゲ	bald
髪	髪型	乱れた髪	dishevelled hair
髪	髪型	乱雑なヘアスタイル	messy hair style
髪	髪型	乱雑な長い髪	messy long hair
髪	髪型	乱雑な浮遊髪	messy floating hair
髪	髪型	流れる髪	flowing hair
髪	髪質	アフロ	afro hair
髪	髪質	くせっ毛1	curly hair
髪	髪質	くせっ毛2	kinky hair
髪	髪質	ストレート	straight hair
髪	髪質	ボサボサの髪	messy hair
髪	髪質	ゆるい長い髪	loose long hair
髪	髪質	ゆる巻き,ウェーブ	wavy hair
髪	髪質	艶のある髪	shiny hair
髪	髪質	艶やかな髪	glossy hair
髪	髪質	絹のような髪	silky hair
髪	髪質	増毛	big hair
髪	髪質	濃い髪	thick hair
髪	髪質	溶けた金属のような髪	hair like melted metal
髪	髪色	2色髪	two-tone hair
髪	髪色	azure髪	azure hair
髪	髪色	オレンジ髪	orange hair
髪	髪色	バラ髪	rose hair
髪	髪色	ピンク髪	pink hair
髪	髪色	ブロンドの髪	blonde hair
髪	髪色	メッシュ	streaked hair
髪	髪色	黄髪	yellow hair
髪	髪色	灰色の長い髪	light grey very long hair
髪	髪色	灰色の髪の毛	grey hair
髪	髪色	灰髪	gray hair
髪	髪色	金髪	brond hair
髪	髪色	銀髪	silver hair
髪	髪色	空色髪	sky blue hair
髪	髪色	黒髪	black hair
髪	髪色	紺髪	navy hair
髪	髪色	紫髪	purple hair
髪	髪色	朱髪	vermilion hair
髪	髪色	青髪	blue hair
髪	髪色	赤髪	red hair
髪	髪色	多色の髪	multicolohair
髪	髪色	多色髪	multicolored hair
髪	髪色	茶髪	brown hair
髪	髪色	長い暗いブロンドの髪	long dark blond hair
髪	髪色	長い虹の髪	very long rainbow hair
髪	髪色	銅髪	cooper hair
髪	髪色	虹髪	rainbow hair
髪	髪色	白髪	white hair
髪	髪色	髪の濃い紫色	emerging dark purple across with hair
髪	髪色	無髪	colorless hair
髪	髪色	明るい紫髪	light purple hair
髪	髪色	藍髪	indigo hair
髪	髪色	緑髪	green hair
表情	その他	ドヤ顔	doyagao
表情	その他	なにか加えてる	waby mouth
表情	その他	口を開けて	open mouth
表情	その他	口を閉じる	close mouth
表情	その他	無表情	expressionless
表情	リラックス	うす目	empty eyes
表情	リラックス	まどろむ	sleeping
表情	リラックス	リラックス	relaxed
表情	リラックス	澄まし顔	clear face
表情	リラックスした表情	優しく微笑む	kind smile
表情	暗い表情	うつ	depressed
表情	暗い表情	すすり泣く	sobbing
表情	暗い表情	顔に大きく影がある表情	shaded face
表情	暗い表情	泣きそう	tear
表情	暗い表情	号泣	crying with eyes open
表情	暗い表情	絶望	despair
表情	暗い表情	悲しい顔	sad
表情	暗い表情	不幸な	unhappy
表情	暗い表情	漫画的なびっくり表現	^^^
表情	暗い表情	憂鬱	gloom expression
表情	顔文字	:	:
表情	顔文字	:<	:<
表情	顔文字	:3	:3
表情	顔文字	:C	:c
表情	顔文字	:D	:d
表情	顔文字	:I	:i
表情	顔文字	:o	:o
表情	顔文字	:p	:p
表情	顔文字	:q	:q
表情	顔文字	:X	:x
表情	困惑した表情	ショックや絶望などでモノクロになること	color drain
表情	困惑した表情	ビックリ,驚いた	surprised
表情	困惑した表情	恐ろしい	horrified
表情	困惑した表情	恐怖	fear face
表情	困惑した表情	軽蔑	disdain
表情	困惑した表情	慌てる	flustered
表情	困惑した表情	青ざめる	turn pale
表情	困惑した表情	動揺	upset
表情	困惑した表情	波状の口	wavy mouth
表情	視線	カメラから視線をそらす	looking away
表情	視線	カメラと関係なく向いてる方向を向く	looking ahead
表情	視線	スマホを見ている	looking at phone
表情	視線	遠くを見ている	looking afar
表情	視線	下を見る	looking down
表情	視線	何かを見ている	looking to the side
表情	視線	眼鏡をずらして見る	looking over eyewear
表情	視線	胸を見ている	looking at breasts
表情	視線	鏡を見ている	looking mirror
表情	視線	見上げる	looking up
表情	視線	手を見ている	looking at phone
表情	視線	振り返る	looking back
表情	視線	誰かを見ている	looking at another
表情	真剣な表情	真剣な表情	serious
表情	性的な表情	あざけった顔	scornful
表情	性的な表情	アヘ顔	ahegao
表情	性的な表情	すごく恥ずかしい表情	full-face blush
表情	性的な表情	メスガキスマイル	evil smile
表情	性的な表情	よだれが垂れてる	mouth drool
表情	性的な表情	艶笑,誘惑顔	seductive smile
表情	性的な表情	性的な恥じらい	sexually suggestive
表情	性的な表情	性的な表情,誘っている表情,いたずら顔	naughty face
表情	性的な表情	赤ら顔	blush
表情	性的な表情	恥ずかしい	embarrassed
表情	性的な表情	恥ずかしそうに怯える	trembling
表情	性的な表情	恥ずかしそうに警戒	scared
表情	性的な表情	反抗的な視線	defiant look
表情	表情	ぽかんとした顔	blank stare
表情	表情	泣いている	crying
表情	表情	泣く	cry
表情	表情	狂気	insanity
表情	表情	軽い笑顔	light smile
表情	表情	軽い赤面	light blush
表情	表情	笑顔をからかう	teasing smile
